id,investorName,investorType,city,country,sectors,stages,logoURL
306,Figment,,New York,USA,CryptoCurrency,,
307,FINTOP Capital,Venture Capital,Nashville,USA,"CyberSecurity, FinTech",Series A,
308,First Ascent Ventures,Venture Capital,Toronto,Canada,"Analytics, FinTech, HealthTech","Series A, Series B",
309,First Star Ventures,"Micro VC, Venture Capital",Boston,USA,"AI, BioTech","Pre-Seed, Series A",
310,FirstMark,Venture Capital,New York,USA,AI,"Series B, Series C",
311,FJ Labs,"Micro VC, Venture Capital",New York,USA,"FinTech, Marketplace, PropertyTech, eCommerce","Series A, Series B",
312,Florida Funders,,Tampa,USA,SaaS,Seed,
313,Fondation Montréal,,Montreal,Canada,AI,Grant,
314,Fonds de solidarité FTQ,Venture Capital,Montréal,Canada,"AI, AdTech, Analytics, BioTech, Cybersecurity, EntertainmentTech","Seed, Series A, Series B, Series C",
315,Fonds Innovexport,Venture Capital,Quebec,Canada,"AI, HealthTech",Series A,
316,Food Foundry,,Chicago,USA,PropertyTech,Pre-Seed,
317,Forage Capital Partners,,Calgary,Canada,"AgTech, eCommerce",Series A,
318,Forerunner Ventures,Venture Capital,San Francisco,USA,"Marketplace, Robotics, eCommerce","Series A, Series B, Series E, Series F",
319,Forum Ventures,"Accelerator, Venture Capital",New York,USA,"AI, DevTech, HRTech, LogisticsTech, SaaS","Pre-Seed, Seed",
320,Foundation Capital,Venture Capital,Palo Alto,USA,Analytics,Series E,
321,FounderFuel,Accelerator,Montréal,Canada,"FinTech, FitnessTech, Hardware, LegalTech, PropertyTech, SaaS, TravelTech","Pre-Seed, Seed",
322,Founders Circle Capital,Venture Capital,San Francisco,USA,FinTech,Series C,
323,Framework Venture Partners,Venture Capital,Vancouver,Canada,"EdTech, Marketplace, SaaS, TravelTech, eCommerce","Seed, Series A, Series B, Series C",
324,Framework Ventures,Venture Capital,San Francisco,USA,"FinTech, Games","Seed, Series A",
325,Francois Arbour,Angel,,,"AgTech, FinTech","Seed, Series A",
326,Frank Hinek,Angel,,,CryptoCurrency,Seed,
327,Frank Palmer,,Vancouver,Canada,AdTech,Seed,
328,FrenchFounders,,New York,USA,SaaS,Seed,
329,Freycinet Ventures,Venture Capital,Toronto,Canada,"SaaS, ioT",Series A,
330,Front Row Ventures,Venture Capital,Montréal,Canada,"AutoTech, BioTech, FinTech, HeatlhTech, NanoTech, SaaS","Pre-Seed, Seed, Series A",
331,Fuel Ventures,"Micro VC, Venture Capital",London,United Kingdom,MarTech,Seed,
332,Full In Partners,,New York,USA,"HealthTech, eCommerce",Series B,
333,Fulmer Capital Partners,,Vancouver,Canada,SaaS,Pre-Seed,
334,Future Ventures,Venture Capital,San Francisco,USA,BioTech,Series C,
335,Gabriel Leydon,,San Francisco,USA,AI,Seed,
336,Game Seer Venture Partners,"Venture Capital, Venture Debt",Aschaffenburg,Germany,eSports,Seed,
337,Garage Capital,Venture Capital,Waterloo,Canada,"AgTech, Analytics, BioTech, CleanTech, Consumer, Data, DevTech, EdTech, FinTech, InsurTech, Marketplace, Misc, NanoTech, SaaS, eCommerce","Pre-Seed, Seed, Series A, Series C, Series D",
338,Garrett Temple,Angel,,,Blockchain,Series B,
339,Gemini Waghmare,,Toronto,Canada,RetailTech,Seed,
340,General Atlantic,,New York,USA,SaaS,Series C,
341,Generation Investment Management,,London,United Kingdom,HealthTech,Series D,
342,Generation Ventures,"Corporate Venture Capital, Fund Of Funds, Venture Capital",Toronto,Canada,"AI, Analytics, CyberSecurity, EdTech, LegalTech, SaaS","Seed, Series A, Series B",
343,Genesis Block Ventures (GBV),"Incubator, Venture Capital",Grand Cayman,Cayman Islands,Cryptocurrency,Seed,
344,Genesys Capital,Venture Capital,Toronto,Canada,"BioTech, HealthTech","Seed, Series A, Series B",
345,Geoffrey Hinton,,Toronto,Canada,AutoTech,Series A,
346,Georgian,Venture Capital,Toronto,Canada,"AI, CyberSecurity, EdTech, MarTech, Marketplace, Quantum, Robotics, SaaS","Series A, Series B, Series C, Series D, Series E",
347,GGV Capital,Venture Capital,Menlo Park,USA,Robotics,Series B,
348,GIC,"Private Equity Firm, Venture Capital",Singapore,Singapore,"Blockchain, CleanTech","Series D, Series E",
349,GIGA Investments Corp,,,USA,CleanTech,Seed,
350,Gimv,"Private Equity Firm, Venture Capital",Antwerpen,Belgium,CleanTech,Series E,
351,Global Founders Capital,Venture Capital,Berlin,Germany,"AI, BioTech, DevTech, EdTech, FinTech, HealthTech, MarTech, Marketplace, Misc, SaaS","Seed, Series A, Series B",
352,Global health sciences venture fund,,Vancouver,Canada,HealthTech,Series A,
353,Global Reserve Group,Venture Capital,Quaker Street,USA,Analytics,Series A,
354,Globalive Capital,Venture Capital,Toronto,Canada,"BioTech, EdTech, Hardware, HealthTech, SaaS","Pre-Seed, Seed",
355,goeasy,,Mississauga,Canada,FinTech,Series B,
356,Gokul Rajaram,,San Francisco,USA,Platform,Seed,
357,Golden Triangle Angel Network,Angel Group,Cambridge,Canada,"AI, EdTech, HealthTech",Seed,
358,Golden Ventures,"Micro VC, Venture Capital",Toronto,Canada,"AI, Analytics, AutoTech, BioTech, Blockchain, Consumer, Data, DevTech, EdTech, FinTech, HealthTech, Marketplace, Platform, PropertyTech, SaaS, eCommerce","Pre-Seed, Seed, Series A, Series B",
359,Goldman Sachs Asset Management,,New York,USA,Analytics,Series E,
360,Good News Ventures,Venture Capital,Toronto,Canada,"AI, Cryptocurrency, LegalTech, MarTech, Platform, PropertyTech, SaaS, TravelTech","Pre-Seed, Seed",
361,Gordon Cameron,,Calgary,Canada,FinTech,Pre-Seed,
362,Government of Canada,,Gatineau,Canada,"PropertyTech, SaaS",Pre-Seed,
363,Government of Ontario,,Toronto,Canada,Robotics,Grant,
364,GP Ventures,Venture Capital,Illinois City,USA,MarTech,Seed,
365,Gradient Ventures,Venture Capital,Mountain View,USA,"AI, HealthTech","Series A, Series B",
366,Grand Ventures,"Micro VC, Venture Capital",Grand Rapids,USA,Data,"Seed, Series A",
367,Granicus Group,Venture Capital,Montreal,Canada,SaaS,Seed,
368,Graph Ventures,"Micro VC, Venture Capital",Palo Alto,USA,EdTech,Seed,
369,Gravitas Securities,,Toronto,Canada,"FinTech, HealthTech","Seed, Series A",
370,Green Egg Ventures,Venture Capital,New York,USA,"DevTech, Quantum",Seed,
371,Greenfield One,Venture Capital,Berlin,Germany,Blockchain,Series B,
372,GreenSky Capital,,Toronto,Canada,"AI, CyberSecurity, FinTech, HealthTech, MarTech, SaaS",Seed,
373,Greenspring Associates,"Fund Of Funds, Secondary Purchaser, Venture Capital",Owings Mills,USA,AI,Series B,
374,Greg Malpass,,Vancouver,Canada,FitnessTech,Seed,
375,Greg Rudin,,San Francisco,USA,eCommerce,Series A,
376,Greylock,Venture Capital,Menlo Park,USA,Marketplace,Series C,
377,Grishin Robotics,Venture Capital,Menlo Park,USA,SaaS,Seed,
378,GroundBreak Ventures,Venture Capital,Toronto,Canada,"Analytics, PropertyTech",Series A,
379,GS Growth,,New York,USA,"FinTech, TravelTech","Series C, Series F",
380,GSV Ventures,Venture Capital,San Francisco,USA,EdTech,Seed,
381,GV,"Corporate Venture Capital, Venture Capital",Mountain View,USA,"Blockchain, Cybersecurity","Series B, Series D",
382,H Venture Partners,Venture Capital,Cincinnati,USA,HealthTech,Series A,
383,Hack VC,Venture Capital,San Francisco,USA,FinTech,Series A,
384,Harbinger Ventures,,Boulder,USA,eCommerce,Series A,
385,HarbourVest Partners,,Boston,USA,"FinTech, SaaS",Series B,
386,Hard Money Collective,Angel Group,,,CryptoCurrency,Seed,
387,Harlo Equity Partners,,Toronto,Canada,"AI, VideoTech","Seed, Series A",
388,Harmonic Growth Partners,Venture Capital,Chevy Chase,USA,"EdTech, SaaS","Series C, Series D",
389,Harmony Partners,Venture Capital,New York,USA,Cybersecurity,Series C,
390,Harry Stebbings,,London,United Kingdom,AI,Series A,
391,Hashed,Venture Capital,Seoul,South Korea,"CryptoCurrency, FinTech","Series A, Series B",
392,HAX,Accelerator,San Francisco,USA,"FoodTech, Robotics",Seed,
393,Heal Capital,Venture Capital,Berlin,Germany,AI,Seed,
394,Health Canada,,Ottawa,Canada,Pharmaceutical,Grant,
395,Heavybit,"Accelerator, Venture Capital",California,USA,CyberSecurity,"Seed, Series A",
396,Hedgewood,,Toronto,Canada,"Marketplace, SaaS","Seed, Series A",
397,Heron Rock Fund,Venture Capital,Ottawa,Canada,"CyberSecurity, SaaS","Seed, Series A",
398,Hevella Capital,Venture Capital,Hamburg,Germany,Quantum,Seed,
399,High Park Angels,"Micro VC, Venture Capital",Toronto,Canada,"AI, BatteryTech, PropertyTech, Robotics, SaaS","Pre-Seed, Seed",
400,Highland Capital Partners,Venture Capital,Palo Alto,USA,FinTech,"Series B, Series C",https://pbs.twimg.com/profile_images/378800000059520056/e3b2b8490edea585b64fb165bc89643a_400x400.png
401,Highline Beta,"Accelerator, Incubator, Venture Capital",Toronto,Canada,"FinTech, InsurTech, iOT","Seed, Series B",https://pbs.twimg.com/profile_images/1088463861299085312/_Kstz3zx_400x400.jpg
402,Hike Ventures,Venture Capital,San Francisco,USA,"Analytics, FoodTech, HealthTech","Seed, Series A",https://pbs.twimg.com/profile_images/941203287038083072/EBZjCKN3_400x400.jpg
403,Homebrew,"Micro VC, Venture Capital",San Francisco,USA,Platform,"Seed, Series A",https://pbs.twimg.com/profile_images/378800000147155270/c945b03b95614ab0db6bffd65d627044_400x400.jpeg
404,Honeywell,,Morristown,USA,"CleanTech, Robotics","Series B, Series C",https://pbs.twimg.com/profile_images/746373313698603008/pxHBeDZv_400x400.jpg
405,Hudson Valley Equity Group,,Nyack,USA,SaaS,Seed,
406,Huobi,,Beijing,China,Blockchain,Seed,
407,Hustle Fund,,San Carlos,USA,"AI, FinTech, Marketplace, PropertyTech","Pre-Seed, Seed",https://pbs.twimg.com/profile_images/871128651168792576/ZRpDiNtd_400x400.jpg
408,Hyde Park Venture Partners,Venture Capital,Chicago,USA,eCommerce,Series A,https://pbs.twimg.com/profile_images/1318981444405002240/zoqEY3Uh_400x400.jpg
409,Hypersphere Ventures,,Florida,USA,"Blockchain, CryptoCurrency","Pre-Seed, Seed, Series A",
410,iA Financial Group,Venture Capital,Quebec,Canada,FinTech,Series C,https://pbs.twimg.com/profile_images/956622421326483456/7jza7Ey9_400x400.jpg
411,IA Ventures,Venture Capital,New York,USA,SpaceTech,Series B,https://pbs.twimg.com/profile_images/721063770869624832/yAgXwXpx_400x400.jpg
412,IBX,Venture Capital,Rockville,USA,CleanTech,Series E,
413,ICM Asset Management,,Munich,Germany,HealthTech,Series A,
414,ICONIQ Capital,"Family Investment Office, Private Equity Firm, Venture Capital",San Francisco,USA,FinTech,,
415,Ideal Ventures,,,Canada,EdTech,"Seed, Series A",
416,iGan Partners,,Toronto,Canada,"FinTech, HealthTech, eCommerce","Pre-Seed, Seed, Series A",https://pbs.twimg.com/profile_images/918184762115624960/Fd2TD0uf_400x400.jpg
417,Illuminate Financial,Venture Capital,London,United Kingdom,"AI, FinTech",Series A,https://pbs.twimg.com/profile_images/783669247595667456/-0Wh9mrD_400x400.jpg
418,Impact Engine,"Micro VC, Private Equity Firm, Venture Capital",Chicago,USA,"FinTech, HRTech","Seed, Series C",https://pbs.twimg.com/profile_images/879361753515163648/Gi3eBjTx_400x400.jpg
419,Impression Ventures,"Micro VC, Venture Capital",Toronto,Canada,"FinTech, Platform","Seed, Series A, Series B",https://pbs.twimg.com/profile_images/968587156343132165/DoYX1iDg_400x400.jpg
420,In-Q-Tel,,Arlington,USA,AI,Series B,
421,Index Ventures,Venture Capital,San Francisco,USA,"AI, EdTech, SaaS","Series A, Series C, Series D",https://pbs.twimg.com/profile_images/1256258830469681153/dU1X9XH1_400x400.jpg
422,IndieBio,Accelerator,San Francisco,USA,"AgTech, BioTech","Pre-Seed, Seed",https://pbs.twimg.com/profile_images/514146456475688960/iDce20nz_400x400.png
423,Inflection Ventures,"Angel Group, Venture Capital",Singapore,Singapore,BlockChain,Seed,
424,Information Venture Partners,,Toronto,Canada,"AI, FinTech, InsurTech, SaaS","Series A, Series B, Series C",
425,Initialized Capital,Venture Capital,San Francisco,USA,"Blockchain, Cryptocurrency",Seed,https://pbs.twimg.com/profile_images/1245340630198386690/lAAx6eTX_400x400.jpg
426,Innospark Ventures,,Boston,USA,AI,"Seed, Series A",https://pbs.twimg.com/profile_images/1114237302300188672/ESA86Gtk_400x400.jpg
427,Innovate BC,Accelerator,Vancouver,Canada,"BioTech, SaaS",Grant,
429,Innovation Grade Capital,"Micro VC, Venture Capital",,Canada,SaaS,"Seed, Series A",
430,Innovation Works,,Pittsburgh,USA,AdTech,Seed,
431,Innovobot,,Montreal,Canada,AI,Seed,
432,Inovia Capital,Venture Capital,Montréal,Canada,"Analytics, Cybersecurity, Data, DevTech, EdTech, FinTech, HealthTech, Marketplace, Platform, SaaS, TravelTech, eCommerce","Seed, Series A, Series B, Series C, Series D, Series F",https://media.licdn.com/dms/image/D4D0BAQHfvpiVrbb96A/company-logo_200_200/0/1689262834712?e=1704931200&v=beta&t=LGziqy9a7IT5C7Vc8HaX7EMi_NKTZBQqA1tFj9MqfaM
433,Insight Partners,"Private Equity Firm, Venture Capital",New York,USA,"AI, Data, MarTech, SaaS","Series A, Series B",
434,InSite,,,USA,SaaS,Seed,
435,Inspired Capital Partners,Venture Capital,New York,USA,Analytics,Seed,
436,Intel Capital,"Corporate Venture Capital, Venture Capital",Santa Clara,USA,"AI, Platform","Seed, Series A, Series B",
437,InterGen,,Calgary,Canada,"SaaS, iOT",Series A,
438,InterGen Capital,Venture Capital,Calgary,Canada,"HealthTech, LegalTech, SportsTech",Series A,https://pbs.twimg.com/profile_images/1184931409468637184/EDZBv9Ii_400x400.jpg
439,Inveready,,Barcelona,Spain,BioTech,Series A,https://pbs.twimg.com/profile_images/1239555451643101185/wF94xnM3_400x400.jpg
440,Investissement Quebec,,,Canada,"AI, AdTech, AgTech, CleanTech, EdTech, FinTech, HealthTech, InsurTech, MarTech, Quantum, SaaS","Seed, Series A, Series B, Series C, Series D",
441,Investment Group of Santa Barbara,Venture Capital,Santa Barbara,USA,InsurTech,Series A,
442,Ivan Yuen,,Toronto,Canada,EdTech,Seed,https://pbs.twimg.com/profile_images/471834322152873984/ofxsi9cw_400x400.jpeg
443,IVP (Institutional Venture Partners),Venture Capital,Menlo Park,USA,EdTech,Series C,
444,Jack Newton,,Vancouver,Canada,LegalTech,Series A,https://pbs.twimg.com/profile_images/914146907756232704/t9-3xeux_400x400.jpg
445,Jacky Chen,Angel,Canada,,"Consumer, HealthTech, Networks","Pre-Seed, Seed",
446,James Lochrie,,Calgary,Canada,FinTech,Pre-Seed,https://pbs.twimg.com/profile_images/830047954509590531/yYx73lyQ_400x400.jpg
447,Jason Maguire,Angel,,,EdTech,Seed,
448,Jason McCourty,Angel,,,Blockchain,Series C,
449,Jason Robins,,Boston,USA,MarTech,Seed,https://pbs.twimg.com/profile_images/1467108767645024258/cDsmYCZx_400x400.jpg
450,JaVale McGee,Angel,,,Blockchain,"Series B, Series C",
451,Jay Deen,,Toronto,Canada,RetailTech,Seed,https://pbs.twimg.com/profile_images/1797672636/n566760108_647740_6330_400x400.jpg
452,JDS Sports,,New York,USA,Media,Seed,
453,Jean-François Grenon,,Paris,France,AgTech,Series A,
454,Jeff B. Smith,,Toronto,Canada,RetailTech,Seed,
455,Jez San,,London,United Kingdom,Platform,Seed,
456,Jiaona Zhang,,San Francisco,USA,SaaS,Seed,
457,Jim Payne,,New York,USA,SaaS,Seed,https://pbs.twimg.com/profile_images/1361787948673368070/T_nDuK_E_400x400.jpg
458,JMI Equity,,Baltimore,USA,SaaS,Series C,
459,Joe Lallouz,,Brooklyn,USA,Blockchain,Seed,https://pbs.twimg.com/profile_images/1462858601475805192/J3CzrJLj_400x400.jpg
460,John Currie,,Vancouver,Canada,FitnessTech,Seed,
461,John Pfeffer,Angel,,,FinTech,"Series A, Series B",
462,Jonathan Bixby,,Vancouver,Canada,SaaS,Seed,https://pbs.twimg.com/profile_images/527929985873743872/Pvqzgukd_400x400.jpeg
463,Jonathan Wasserstrum,,Greater New York Area,North America,"SaaS, eCommerce",Seed,https://pbs.twimg.com/profile_images/1110245103426252801/55sNS4jt_400x400.png
464,Jones Boys Ventures,,Texas,USA,PropertyTech,Series A,
465,Jordan Armand Matthews,Angel,,,Blockchain,Series C,
466,Josh Hart,Angel,,,Blockchain,Series C,
467,Joshua Browder,,Palo Alto,USA,SaaS,Pre-Seed,https://pbs.twimg.com/profile_images/1352124394651324416/Fs7pZ3p7_400x400.jpg
468,Journey Ventures,Venture Capital,Tel Aviv,Israel,Marketplace,Series B,
469,Juan Carlos Mas,,Wilson,USA,Marketplace,Series A,
470,K3 Ventures,"Micro VC, Private Equity Firm, Venture Capital",Singapore,Singapore,eCommerce,Series C,
471,Kain Warwick,,Sydney,Australia,FinTech,Series A,https://pbs.twimg.com/profile_images/1467647707376357376/P6Fi4XGx_400x400.jpg
472,Kamunting Street Capital,,,USA,BlockChain,Seed,
473,KCPL,,,Canada,Robotics,Series B,
474,Keiretsu Forum,"Angel Group, Venture Capital",San Francisco,USA,"AI, Hardware",Seed,https://pbs.twimg.com/profile_images/752750296258850816/ZgolCX6F_400x400.jpg
475,Ken Crawley,Angel,,,Blockchain,Series C,
476,Kensington Capital Partners Limited,"Private Equity Firm, Venture Capital",Toronto,Canada,"Analytics, FinTech","Seed, Series B, Series C",
477,Kernel Capital,Venture Capital,Cork,Ireland,FinTech,Seed,https://pbs.twimg.com/profile_images/1232253454636154880/LdMrWwNF_400x400.jpg
478,Kevin Breay,Angel,,,FinTech,Series C,
479,Kevin Durant,,Oakland,USA,Blockchain,Series C,https://pbs.twimg.com/profile_images/1422772132283514882/cQIYcqJk_400x400.jpg
480,Kevin Shaw,Angel,,,CryptoCurrency,Seed,
481,Khazanah Nasional,,Kuala Lumpur,Malaysia,CleanTech,Series E,
482,Khosla Ventures,Venture Capital,Menlo Park,USA,"3DTech, AutoTech, BioTech, EdTech, MarTech, Marketplace","Seed, Series A, Series C, Series E, Series F",https://pbs.twimg.com/profile_images/1445868445380198400/DXERAqG2_400x400.jpg
483,Khris Middleton,Angel,,,Blockchain,Series C,
484,Kindred Ventures,Venture Capital,San Francisco,USA,Consumer,Pre-Seed,https://pbs.twimg.com/profile_images/986346606286000128/JiGv5Bvn_400x400.jpg
485,Kingsway Capital,Venture Capital,London,United Kingdom,FinTech,"Seed, Series A, Series B",
486,Kirsten Chapman,,Toronto,Canada,RetailTech,Seed,
487,Klass Capital,,Toronto,Canada,"HealthTech, SaaS","Seed, Series B, Series D",https://pbs.twimg.com/profile_images/704328846623903744/tw19eycT_400x400.jpg
488,Klay Thompson,Angel,,,Blockchain,Series C,
489,Kronos Research,,Taipei,Taiwan,Blockchain,Seed,
490,Kyle Kuzma,Angel,,,MarTech,Seed,
491,Kyle Lowry,Angel,,,Blockchain,Series C,https://pbs.twimg.com/profile_images/1405625250545639428/oU-WKOpW_400x400.jpg
492,L. Daniel Wilson,Angel,Canada,,HealthTech,Pre-Seed,
493,L1 Digital,"Fund Of Funds, Venture Capital",Zürich,Switzerland,Blockchain,Series B,
494,Lachy Groom,,San Francisco Bay Area,USA,AI,Series B,https://pbs.twimg.com/profile_images/1262863110227914752/-T8cwUiu_400x400.jpg
495,Lalotte Ventures,Venture Capital,Montréal,Canada,AI,Seed,https://pbs.twimg.com/profile_images/1359975330010775556/wH3u7LsE_400x400.jpg
496,Launch NY,,Buffalo,USA,PropertyTech,Seed,
497,LaunchHouse,"Accelerator, Co-Working Space",Highland,USA,AI,Seed,https://pbs.twimg.com/profile_images/847882181708066817/1V4d9rvx_400x400.jpg
498,Leaders Fund,,Toronto,Canada,"3DTech, AI, EdTech","Series B, Series D",https://pbs.twimg.com/profile_images/1384232950770802688/GfIGiNCi_400x400.png
499,LedgerPrime,,Miami,USA,Blockchain,Seed,
500,Lerer Hippeau,Venture Capital,New York,USA,"Cybersecurity, FinTech","Seed, Series C",https://pbs.twimg.com/profile_images/1309174400248418312/BCDVMkwI_400x400.jpg
501,Level Equity Management,,New York,USA,eCommerce,Series B,https://pbs.twimg.com/profile_images/378800000860197797/mbjcifVl_400x400.png
502,Level One Fund,Venture Capital,,USA,AI,Pre-Seed,
503,Lewis & Clark Ventures,,St Louis,USA,AgTech,Series A,https://pbs.twimg.com/profile_images/552491839471632384/SfKBv7V2_400x400.png
504,Libertus Capital,Venture Capital,London,United Kingdom,FinTech,Series A,
505,Liberty Mutual Insurance,,Boston,USA,FinTech,Series A,https://pbs.twimg.com/profile_images/1011653696881602560/jfP9BFGl_400x400.jpg
506,Liil Ventures,Venture Capital,Ciudad De León,Mexico,Platform,Seed,
507,Lion Capital,,London,United Kingdom,eCommerce,Series B,
508,Liquid 2 Ventures,"Micro VC, Venture Capital",San Francisco,USA,"Platform, SaaS",Seed,
