id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
171,Damon,British Columbia,,2017-04-05,AutoTech,,Series B,2021-12-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/171.png
172,Dapper Labs,British Columbia,,2018-01-01,Blockchain,NFT,Series D,2021-09-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/172.png
173,Darwin AI,Waterloo Region,,2017-01-01,AI,,Series ?,2022-12-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/173.png
174,Decisive Farming,Alberta,Calgary,2011-01-01,AgTech,,Series B,2019-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/174.png
175,Deep Genomics,Toronto,,2014-01-01,BioTech,AI,Series C,2021-07-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/175.png
176,Deeplite,Quebec,Montreal,2018-04-01,AI,Embedded Systems,Seed,2021-04-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/176.png
177,DeFi Ventures,British Columbia,,0000-00-00,FinTech,,Seed,2021-03-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/177.png
178,Defined,British Columbia,,2021-01-01,Blockchain,,Seed,2021-05-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/178.png
179,Diamond Therapeutics,Toronto,,2018-01-01,BioTech,,Series ?,2021-01-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/179.png
180,Disco,Toronto,,2020-06-01,EdTech,Content Creators,Series A,2022-03-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/180.png
181,DivDot,British Columbia,,0000-00-00,FinTech,,Seed,2020-07-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/181.png
182,Docoh,Toronto,,2019-03-01,FinTech,Finance,Seed,2020-07-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/182.png
183,Doggo Health,Toronto,,2019-11-01,PetTech,HealthTech,Pre-Seed,2021-03-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/183.png
184,Dooly,British Columbia,,2016-01-01,SaaS,AI,Series B,2021-05-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/184.png
185,Doorr,Toronto,,2018-02-28,PropertyTech,FinTech,Seed,2020-05-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/185.png
186,Dozr,Waterloo Region,,2015-06-01,Marketplace,ConstructionTech,Series B,2022-02-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/186.png
187,Draft Canada,Waterloo Region,,2019-01-01,MarTech,Media,Seed,2020-01-09,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/187.png
188,Firefly Exchange,Toronto,,2020-01-01,Blockchain,Financial Exchanges,Seed,2021-03-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/188.png
189,e-Zinc,Toronto,,2013-01-01,CleanTech,,Series A,2024-06-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/189.png
191,Eavor,Alberta,Calgary,2017-01-01,CleanTech,,Series ?,2023-10-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/191.png
192,eChart Healthcare,British Columbia,,2016-01-01,HealthTech,,Seed,2019-06-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/192.png
193,ecobee,Toronto,,2007-01-01,Hardware,,Series ?,2020-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/193.png
194,Ecooation,British Columbia,,0000-00-00,CleanTech,,Grant,2021-05-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/194.png
195,EcoPackers,Toronto,,2018-01-01,CleanTech,,Series ?,2020-06-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/195.png
196,Eddy Travels,Toronto,,2018-08-01,TravelTech,AI,Seed,2020-04-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/196.png
197,Edgehog,Quebec,Montreal,2018-04-01,NanoTech,,Seed,2021-07-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/197.png
198,Edison Financial,British Columbia,,2017-01-01,FinTech,,Seed,2020-01-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/198.png
199,Edsby,Toronto,,0000-00-00,EdTech,,Series A,2020-09-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/199.png
200,Edvisor.io,British Columbia,,2014-01-01,SaaS,Education,Seed,2019-02-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/200.png
201,Eideticom,Alberta,Calgary,2016-01-01,SaaS,,Seed,2019-07-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/201.png
202,EIS,British Columbia,,0000-00-00,AgTech,,Seed,2019-03-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/202.png
203,Ekona Power,British Columbia,,2017-01-01,CleanTech,Hydrogen,Series A,2022-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/203.png
204,Elastic Path Software,British Columbia,,2000-11-21,eCommerce,DevTech,Series ?,2022-12-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/204.png
205,Elevate Farms,Toronto,,2018-01-01,AgTech,,Series A,2020-05-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/205.png
206,Elevated Signals,British Columbia,,2016-01-01,SaaS,,Series A,2024-02-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/206.png
207,eleven-x,Waterloo Region,,2014-05-30,Analytics,,Series ?,2020-05-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/207.png
208,Eli Health,Quebec,Montreal,2019-07-01,HealthTech,HealthTech,Seed,2023-04-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/208.png
209,Elkimia,Quebec,Montreal,0000-00-00,NanoTech,,Series ?,2020-05-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/209.png
210,enGene,Quebec,Montreal,1999-01-01,BioTech,,Series ?,2020-09-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/210.png
212,Eocycle Technologies,Quebec,Montreal,2000-01-01,GreenTech,Wind,Series A,2024-04-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/212.png
213,ePACT Network,British Columbia,,2012-01-09,SaaS,,Series A,2019-08-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/213.png
214,ePIC Blockchain Inc.,Toronto,,2017-01-01,Blockchain,Cryptocurrency,Series A,2021-04-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/214.png
215,eSentire,Waterloo Region,,2001-01-01,CyberSecurity,,Series ?,2019-03-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/215.png
216,ESIGHT,Toronto,,2006-01-01,HealthTech,,Series ?,2020-03-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/216.png
218,Evercloak,Waterloo Region,,2018-01-01,NanoTech,Renewable Energy,Seed,2024-02-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/218.png
219,Evive Smoothie,Quebec,Montreal,2015-05-01,FoodTech,,Series A,2020-06-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/219.png
220,Exact Imaging,Toronto,,2003-01-01,BioTech,,Series ?,2021-03-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/220.png
221,Expeto,British Columbia,,0000-00-00,Networks,Mobile,Series B,2022-12-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/221.png
222,Fable,Toronto,,2018-04-24,SaaS,Usability Testing,Series B,2024-10-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/222.png
224,Faire,Waterloo Region,,2017-01-01,Marketplace,Retail,Series G,2022-05-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/224.png
225,Falkbuilt,Alberta,Calgary,2019-01-01,3DTech,ConstructionTech,Series A,2022-04-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/225.png
226,Fatigue Science,British Columbia,,2006-01-01,Wearables,,Series A,2020-02-04,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/226.png
227,Feedback Solutions,Toronto,,2017-09-01,PropertyTech,,Pre-Seed,2021-05-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/227.png
228,Felix Health,Toronto,,2019-01-01,HealthTech,HealthTech,Series A,2021-02-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/228.png
229,Field Safe Solutions,Alberta,Calgary,2019-01-01,SaaS,,Series ?,2021-03-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/229.png
230,Field Trip Psychedelics,Toronto,,2019-01-01,HealthTech,,Series A,2020-02-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/230.png
231,Fieldchat,Toronto,,2018-04-01,Platform,Communications Infrastructure,Seed,2020-04-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/231.png
232,Find Therapeutics,Quebec,Montreal,2020-05-01,BioTech,,Seed,2020-06-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/232.png
233,Finger Food,British Columbia,,2009-01-01,AR,,Seed,2019-09-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/233.png
234,Finn.ai,British Columbia,,0000-00-00,FinTech,,Series ?,2020-02-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/234.png
235,FISPAN,British Columbia,,2016-07-15,FinTech,,Series A,2020-09-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/235.png
236,FitIn,Toronto,,2018-02-01,Marketplace,,Seed,2021-06-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/236.png
237,Flahmingo,Alberta,Calgary,2020-02-17,FinTech,Finance,Pre-Seed,2021-10-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/237.png
238,FleetOps,Toronto,,2015-01-01,Analytics,AI,Series A,2024-11-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/238.png
239,Flinks,Quebec,Montreal,2016-01-01,FinTech,Data,Series ?,2021-08-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/239.png
240,FlipGive,Toronto,,2012-02-01,eCommerce,Brand Marketing,Series ?,2023-08-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/240.png
242,Fluence Technologies,Toronto,,2018-01-01,FinTech,Accounting,Series A,2021-05-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/242.png
243,Fluent.ai,Quebec,Montreal,2015-01-01,AI,VoiceTech,Series ?,2020-01-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/243.png
244,Fluid Biotech,Alberta,Calgary,2012-01-01,HealthTech,Medical,Series A,2024-12-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/244.png
245,FODY Food Co.,Quebec,Montreal,2016-01-01,eCommerce,,Series ?,2020-12-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/245.png
246,FoodX,British Columbia,,0000-00-00,FoodTech,,Series ?,2020-08-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/246.png
247,Foodee Media,British Columbia,,0000-00-00,eCommerce,,Series ?,2020-06-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/247.png
248,FORGE Hydrocarbons,Toronto,,2012-01-01,CleanTech,,Series ?,2020-02-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/248.png
249,FORM,British Columbia,,2016-01-01,Wearables,Consumer,Series A,2020-04-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/249.png
250,Forma AI,Toronto,,2016-01-01,AI,SalesTech,Series B,2022-05-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/250.png
251,Foxquilt,Toronto,,2017-01-01,InsurTech,FinTech,Series ?,2023-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/251.png
252,Fraction,British Columbia,,2018-07-01,FinTech,PropertyTech,Series A,2021-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/252.png
253,Fresh Prep Foods,British Columbia,,2015-01-01,Marketplace,Agriculture,Series A,2020-05-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/253.png
254,FreshGrade,British Columbia,,2011-01-01,EdTech,Education,Series ?,2019-07-19,0000-00-00,Higher Ground Education,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/254.png
255,FrontFundr,British Columbia,,2013-08-01,Crowdfunding,Funding Platform,Equity Crowdfunding,2021-05-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/255.png
257,Funnelytics,Toronto,,2017-01-01,MarTech,Advertising,Seed,2022-01-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/257.png
258,Gatik,Toronto,,2017-01-01,TransportationTech,Logistics,Series B,2021-08-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/258.png
259,Geeq,Waterloo Region,,0000-00-00,Blockchain,,Series ?,2020-10-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/259.png
260,Geescore,Toronto,,0000-00-00,SaaS,,Seed,2021-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/260.png
261,General Fusion,British Columbia,,2002-01-01,CleanTech,Fusion,Series F,2023-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/261.png
262,GenXys Health Care Systems,British Columbia,,2014-07-31,BioTech,Consumer,Seed,2021-03-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/262.png
263,Giiant Pharma,Quebec,Montreal,2014-01-01,BioTech,Biopharma,Seed,2021-05-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/263.png
264,Gini Health,Toronto,,2018-10-01,HealthTech,Dietary Supplements,Series ?,2020-03-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/264.png
265,GiveMagic,Toronto,,2019-10-01,SaaS,,Series ?,2020-04-07,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/265.png
266,Grobo,Waterloo Region,,2014-01-01,FoodTech,,Seed,2019-09-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/266.png
267,Grolift,Quebec,Montreal,2020-03-03,eCommerce,Mobile,Pre-Seed,2021-05-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/267.png
268,Grow,British Columbia,,2014-01-01,FinTech,,Series A,2019-04-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/268.png
269,GrubX,Toronto,,2019-10-03,SaaS,,Series ?,2021-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/269.png
271,H2nanO,Waterloo Region,,2015-01-01,CleanTech,,Series ?,2019-08-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/271.png
272,Halion Displays,Waterloo Region,,2013-01-01,NanoTech,Consumer,Seed,2020-02-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/272.png
273,Hardbacon,Quebec,Montreal,2018-06-01,FinTech,Finance,Equity Crowdfunding,2021-03-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/273.png
274,HausValet,Quebec,Montreal,2013-01-01,PropertyTech,Real Estate,Pre-Seed,2020-11-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/274.png
275,HausWay,British Columbia,,2016-02-15,PropertyTech,,Pre-Seed,2019-08-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/275.png
276,headversity,Alberta,Calgary,2016-05-31,EdTech,Media,Series A,2022-01-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/276.png
277,HealthTech Connex,British Columbia,,0000-00-00,HealthTech,Neuroscience,Series ?,2020-09-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/277.png
278,Heirlume,Toronto,,2019-10-11,AI,LegalTech,Seed,2021-04-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/278.png
279,Helm,Alberta,Calgary,2016-01-01,FinTech,,Seed,2020-07-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/279.png
280,FastTask,British Columbia,,2017-01-01,Marketplace,,Series ?,2019-10-03,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/280.png
281,Heyday AI,Quebec,Montreal,2017-06-01,AI,CRM,Seed,2021-03-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/281.png
282,HiMama,Toronto,,2013-01-01,SaaS,Mobile,Series B,2021-11-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/282.png
283,HITCH Tech Inc,Waterloo Region,,2018-01-01,EdTech,,Seed,2019-02-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/283.png
284,Hodlbot,Waterloo Region,,2018-01-01,FinTech,Bitcoin,Seed,2019-02-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/284.png
285,Holmetrics,Alberta,Calgary,2019-01-01,HealthTech,Human Resources,Pre-Seed,2021-03-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/285.png
286,Homewise,Toronto,,2018-08-01,FinTech,Consumer Lending,Seed,2021-01-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/286.png
287,Hopeful,Toronto,,2019-01-21,AI,Analytics,Pre-Seed,2021-01-18,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/287.png
288,Hopper,Quebec,Montreal,2007-01-01,TravelTech,Mobile,Series ?,2022-11-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/288.png
289,Houski,Alberta,Calgary,2021-01-01,FinTech,,Pre-Seed,2021-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/289.png
290,Humi,Toronto,,2016-01-01,HRTech,,Series B,2022-05-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/290.png
291,HYAS,British Columbia,,2015-06-01,CyberSecurity,Fraud Detection,Series B,2021-02-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/291.png
292,Hydra Energy,British Columbia,,2012-10-12,CleanTech,,Series ?,2021-05-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/292.png
293,Hydrostor,Toronto,,2010-01-01,GreenTech,,Series ?,2022-01-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/293.png
294,IARS2,Quebec,Montreal,0000-00-00,BioTech,,Seed,2020-02-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/294.png
295,IrisCX,Alberta,Calgary,2019-08-18,SaaS,,Seed,2023-02-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/295.png
296,Ideon Technologies,British Columbia,,2014-01-01,GeoTech,,Series A,2022-09-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/296.png
297,ILKOS Therapeutic,Quebec,Montreal,2016-01-01,HealthTech,,Series ?,2020-04-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/297.png
298,Illusense,British Columbia,,2013-01-01,AI,Machine Vision,Series D,2019-08-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/298.png
299,iLobby,Toronto,,2013-01-01,SaaS,,Series ?,2021-01-05,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/299.png
300,impak Finance,Quebec,Montreal,2016-01-01,FinTech,,Series ?,2020-03-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/300.png
301,Industrial Plankton,British Columbia,,2017-10-31,BioTech,,Grant,2021-05-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/301.png
302,infinityQ Technology,Quebec,Montreal,2020-02-01,Quantum,Enterprise Software,Seed,2021-04-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/302.png
303,Ingu Solutions,Alberta,Calgary,2014-07-23,Analytics,,Series A,2019-11-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/303.png
304,InnerSpace,Toronto,,2014-09-15,Analytics,Data,Series A,2023-08-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/304.png
305,Innodem Neurosciences,Quebec,Montreal,2016-01-01,HealthTech,Hardware,Series A,2021-01-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/305.png
306,InputHealth Systems,Toronto,,0000-00-00,HealthTech,,Series ?,2020-06-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/306.png
307,Insidedesk,Toronto,,0000-00-00,HealthTech,,Seed,2020-09-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/307.png
308,Intelight,Toronto,,0000-00-00,iOT,,Seed,2021-06-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/308.png
309,Interface Fluidics,Alberta,Calgary,2015-01-01,Analytics,,Series B,2021-11-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/309.png
311,Invixium,Toronto,,2012-01-01,Analytics,Biometrics,Series B,2020-06-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/311.png
312,IOT Pay,British Columbia,,2017-01-01,FinTech,Payments,Series A,2021-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/312.png
313,iRestify,Toronto,,2018-01-01,PropertyTech,SaaS,Seed,2022-03-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/313.png
314,iS5 Communications,Toronto,,2012-10-10,CyberSecurity,,Series ?,2020-11-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/314.png
315,Janpix,Toronto,,0000-00-00,BioTech,,Series B,2020-10-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/315.png
316,Jiffy,Toronto,,2015-04-01,Marketplace,Home Improvement,Series C,2020-04-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/316.png
317,Joyride,Toronto,,2014-11-01,Platform,Last Mile Transportation,Series A,2024-03-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/317.png
